PRODUCT_ID,TITLE,ATTRIBUTES,SOURCE_FILE,IS_HAZMAT_HUMAN
MLB44809994,Estante Para Livros Industrial Livreiro Com Prateleiras De Madeira E Estrutura De Ferro Design Moderno Para Escritório Mod: Etranger 3.0,"{'Marca': 'Sofa Sogude', 'Modelo': 'Etrang3er', 'Cor': 'Lamina com Preto', 'Cor principal': 'Preto', 'Acabamento': 'Fosco', 'Estilo': 'Industrial', 'Material da estrutura': 'Ferro', 'Material das prateleiras': 'Madeira', 'Quantidade de prateleiras': '5', 'Altura': '189 cm', 'Largura': '80 cm', 'Profundidade': '36 cm', 'Requer montagem': 'Sim'}",info_products_10_escritório.json,False
MLB19582938,Cadeira De Escritório Presidente Cor Branco Ergonômica Executiva Giratória Acabamento em Couro Sintético e Madeira Premium Fratini Kopenhagen,"{'Marca': 'Fratini', 'Modelo': 'Kopenhagen presidente', 'Cor': 'Branco', 'Material do estofamento': 'Couro sintético', 'Unidades por kit': '1', 'Cor principal': 'Branco', 'Tipo de cadeira de escritório': 'Executiva', 'Materiais da estrutura': 'Madeira', 'Materiais do enchimento': 'Espuma', 'Altura do encosto': '54 cm', 'Profundidade do assento': '50 cm', 'Largura da cadeira': '63 cm', 'Altura máxima da cadeira': '124 cm', 'Peso máximo suportado': '120 kg', 'Requer montagem': 'Sim', 'Com altura ajustável': 'Sim', 'Com aro para pés': 'Não', 'Com apoio de braços': 'Sim', 'Com encosto reclinável': 'Sim', 'Com rodas': 'Sim', 'Com apoio de cabeça': 'Sim', 'Com apoio de pés': 'Não', 'É gamer': 'Não', 'É ergonômica': 'Sim', 'É giratória': 'Sim', 'Tipo de apoio lombar': 'Fixo', 'Acabamento da estrutura': 'Cromado', 'Tipos de mecanismos de reclinação': 'Encosto reclinável', 'Profundidade da cadeira': '63 cm', 'Peso da cadeira': '4.41 kg', 'Largura do assento': '49 cm', 'Altura mínima do chão ao assento': '42 cm', 'Altura máxima do chão ao assento\r': '50 cm', 'Altura mínima da cadeira': '116 cm'}",info_products_10_escritório.json,False
MLB26982962,Escrivaninha Up Home Decor Industrial mdp de 120m x 75cm x 53cm branco Fosco,"{'Marca': 'Up Home Decor', 'Modelo': 'Industrial', 'Comprimento': '12000 cm', 'Profundidade': '53 cm', 'Largura': '53 cm', 'Altura': '75 cm', 'Cor': 'Branco', 'Cor principal': 'Branco', 'Capacidade em peso': '20 kg', 'Materiais da escrivaninha': 'MDP, Ferro', 'Requer montagem': 'Sim', 'Com gavetas': 'Não', 'Inclui estante para livros': 'Não', 'É flutuante': 'Não', 'É em forma de L': 'Não', 'Com luzes LED': 'Não', 'Acabamentos': 'Fosco'}",info_products_10_escritório.json,False
MLB32459667,"Etiqueta Impressora A4 38,1 X 21,2mm 100 Fls Ca4351 Colacril Cor Branco","{'Marca': 'Colacril', 'Tamanho do papel': 'A4', 'Tipo de papel': 'PAPEL ADESIVO', 'Cor': 'Branco', 'Quantidade de folhas': '100', 'Gramagem': '60 g', 'Formato de venda': 'Kit', 'Unidades por kit': '6500', 'Peso': '800 g', 'É resma': 'Não', 'É adesivo': 'Sim', 'Acabamento': 'Branco'}",info_products_10_escritório.json,False
MLB30185053,Armário Aéreo Escritório Com Nicho Prateleira 120cm Madesa B Cor Branco MDFC01000209,"{'Modelo': 'MDFC01000209', 'Marca': 'Madesa', 'Cor': 'Branco', 'Material': 'MDP', 'Quantidade de portas': '2', 'Requer montagem': 'Sim'}",info_products_10_escritório.json,False
MLB28802006,Marcador Permanente Duas Pontas Lyke Preto Com 12 Unidades,"{'Marca': 'Lyke', 'Modelo': 'Lyke Preto 12 Unidades', 'Formato de venda': 'Unidade', 'Tipo de embalagem': 'Caixa', 'Material do corpo': 'Plástico', 'Tipo de ponta': 'Dupla', 'Tipo de tinta': 'À base de álcool', 'Superfícies recomendadas': 'Cds, DVDs, Madeiras, Vidros, Vinis, metais, papeis, plásticos, retroprojetores', 'Espessura do traço': '0.5 mm, 1 mm', 'Unidades por kit': '1', 'Unidades por embalagem': '12', ""É à prova d'água"": 'Sim'}",info_products_11_escola.json,False
MLB26213618,Caneta Marcador Permanente Retro Projetor Cd/dvd Ponta 2m Cor Vermelho,"{'Marca': 'Pilot', 'Modelo': 'Retro Projetor', 'Tipo de marcador': 'Permanente', 'Cor': 'Vermelho', 'Formato de venda': 'Unidade', 'Tipo de embalagem': 'Avulso', 'Material do corpo': 'Plástico', 'Tipo de ponta': '2,0mm', 'Tipo de tinta': 'À base de álcool', 'Superfícies recomendadas': 'Acrílicos, Cd, Dvd, Entre outras, Vidros, Vinil, plásticos', 'Espessura do traço': '2 mm', 'Unidades por kit': '1', 'Unidades por embalagem': '1', 'Altura': '13 cm', 'Diâmetro': '1 cm', 'Peso': '7 g', ""É à prova d'água"": 'Sim', 'É lavável': 'Não'}",info_products_11_escola.json,False
MLB23184971,Tilibra Pepper Cartografia e Desenho Milimetrado 80 folhas 1 assuntos unidade x 1 pepper preto,"{'Marca': 'Tilibra', 'Linha': 'Pepper', 'Modelo': 'Cartografia e Desenho Milimetrado', 'Nome do desenho': 'Pepper Preto', 'Quantidade de folhas': '80', 'Quantidade de matérias': '1', 'Formato de venda': 'Unidade', 'Unidades por kit': '1', 'Tipo de encadernação': 'Espiral'}",info_products_11_escola.json,False
MLB42889365,Kit Pintura Terapêutica - Suculentas Coloridas,"{'Marca': 'Maue Art Store', 'Modelo': 'Suculentas', 'Formato de venda': 'Unidade', 'Unidades por kit': '1'}",info_products_11_escola.json,False
MLB26709638, Etiqueta Adesiva Frágil 100x50mm C/1000 Cor Vermelho,"{'Marca': 'SOS Etiquetas', 'Tamanho do papel': '100x50', 'Tipo de papel': 'Couchê Autoadesivo', 'Cor': 'Vermelho', 'Formato de venda': 'Unidade', 'Unidades por kit': '1', 'Cor principal': 'Vermelho', 'Peso': '900 g', 'É resma': 'Não', 'É adesivo': 'Sim', 'Acabamento': 'Fosco'}",info_products_11_escola.json,False
MLB37141735,Kit Capa Encadernação A4 - Preta Couro + Cristal Line 200un,"{'Marca': 'Lassane', 'Modelo': 'Capa para Encadernação A4', 'Cor': 'PP Line / Preta Couro', 'Tamanho da capa': 'A4', 'Unidades por embalagem': '200', 'Material': 'Polipropileno', 'Acabamento': 'PP LINE / PRETA COURO', 'Tipos de encadernação recomendados': 'Cardápio, Apostila, Caderno e muito mais!', 'Largura': '21 cm', 'Comprimento': '29 cm', 'Usos recomendados': 'Relatórios', 'Materiais recomendados do espiral ': 'Plástico'}",info_products_11_escola.json,False
MLB27582554,Mochila Escolar Grande Bolsa Faculdade Anti Furto Notebook Cor Preto Desenho do tecido Liso,"{'Marca': 'M3M', 'Linha': 'Unissex', 'Modelo': 'Anti Furto Notebook', 'Tipo de mochila': 'Escolar', 'Cor': 'Preto', 'Desenho do tecido': 'Lisa', 'Capacidade da mochila': '40 L', 'Cor principal': 'Violeta', 'Altura': '48 cm', 'Largura': '36 cm', 'Profundidade': '15 cm', 'Peso': '0.3 g', 'Gênero': 'Masculino', 'Materiais': 'Poliéster', 'Tipos de fecho': 'Zíper', 'Com compartimento para notebook': 'Sim', ""É à prova d'água"": 'Não', 'É reforçada': 'Sim', 'Com materiais reciclados': 'Não', 'Com rodas': 'Não', 'Com mecanismo antirroubo': 'Sim', 'Com entrada USB': 'Sim', 'Com saída para fone de ouvido': 'Sim', 'Com correia abdominal': 'Não', 'Com correia de peito': 'Não', 'Quantidade de bolsos': '8', 'Com bolso para garrafa': 'Sim'}",info_products_11_escola.json,False
MLB24332368,Lapis De Cor Apagavel 12 Cores Leo E Leo,"{'Marca': 'Leonora', 'Modelo': 'lápis de cor apagável', 'Formato de venda': 'Kit', 'Unidades por kit': '12', 'Tipo de lápis': 'De cor', 'Graduação': '2B', 'Com ponta dupla': 'Não', 'É lápis aquarelável': 'Não', 'É lápis pastel': 'Não'}",info_products_11_escola.json,False
MLB25567485,Envelope Scrity Saco Ouro Sko 17 - 110x170 - 80gr. - 250 Un. Sko 017 (amarelo),"{'Marca': 'Scrity', 'Modelo': 'SKO 17', 'Tipo de produto': 'Saco', 'Cor': 'Ouro', 'Nome do desenho': 'Sko 017 (amarelo)', 'Tamanho do papel': '11x17', 'Largura': '11 cm', 'Comprimento': '17 cm', 'Gramagem': '80 g', 'Materiais': 'Papel', 'Com janela': 'Não'}",info_products_11_escola.json,False
MLB24153905,Livro Protocolo Correspondência 1/4 São Domingos C/104 Fls Cor azul e preto,"{'Título manual': 'Livro Protocolo Correspondência 1/4 São Domingos C/104 Fls Cor azul e preto', 'Marca': 'São Domingos', 'Modelo': 'CORRESPONDENCIA', 'Quantidade de folhas': '104', 'Quantidade de matérias': '1', 'Formato de venda': 'Unidade', 'Unidades por kit': '1', 'Tipo de encadernação': 'Costurado'}",info_products_11_escola.json,False
MLB31402381,Caneta Tinteiro Parker 51 Americana Preta Pena Ouro 14k Nos,"{'Marca': 'Parker', 'Modelo': 'Parker 51 preta 14k', 'Cor da tinta': 'Azul Real Lavável', 'Unidades por embalagem': '1', 'Tipo de caneta': 'Caneta', 'Tipo de ponta': 'Fina', 'Materiais': 'Resina', 'Tipo de tinta': 'Líquida', 'É adequada para gravação': 'Sim', 'Inclui estojo': 'Sim', 'Com tampa': 'Sim', 'Inclui clip': 'Sim'}",info_products_11_escola.json,False
MLB19428257,"Livro Capitão Cueca E A Fúria Da Ferocíssima Mulher Tentacular - Em Cores! de Pilkey, Dav. Editora Companhia das Letrinhas, Capa Mole em Português","{'Título do livro': 'Capitão Cueca e a fúria da ferocíssima Mulher Tentacular – Vol. 5 em cores!', 'Subtítulo do livro': 'e a fúria da ferocíssima Mulher Tentacular - Em cores!', 'Série': 'As aventuras do Capitão Cueca (5)', 'Autor': 'Pilkey, Dav', 'Idioma': 'Português', 'Editora do livro': 'COMPANHIA DAS LETRINHAS', 'Edição do livro': '1ª EDIÇÃO', 'Capa do livro': 'Mole', 'Volume do livro': '5', 'Com índice': 'Não', 'Ano de publicação': '2018', 'Quantidade de páginas': '184', 'Altura': '20.5 cm', 'Largura': '13.5 cm', 'Peso': '320 g', 'Com páginas para colorir': 'Não', 'Com realidade aumentada': 'Não', 'Tradutores': 'Lindoso Galiana', 'Gênero do livro': 'Infantil', 'Subgêneros do livro': 'Aventuras, Escola, Ficção, Humor, Quadrinhos', 'Tipo de narração': 'Conto', 'Tamanho do livro': 'Médio', 'Idade mínima recomendada': '6 anos'}",info_products_11_escola.json,False
MLB41210619,God talent lisa Mochila Reforçada Notebook Faculdade Impermeável Escolar Cor Preto 40 L,"{'Marca': 'GOD TALENT', 'Linha': 'LISA', 'Modelo': 'Mochila', 'Tipo de mochila': 'Escolar', 'Cor': 'Preto', 'Desenho do tecido': 'Liso', 'Capacidade da mochila': '40 L', 'Cor principal': 'Preto', 'Altura': '50 cm', 'Largura': '30 cm', 'Profundidade': '15 cm', 'Peso': '300 g', 'Gênero': 'Sem gênero', 'Materiais': 'Polietileno', 'Tipos de fecho': 'Zíper', 'Com compartimento para notebook': 'Sim', ""É à prova d'água"": 'Sim', 'É reforçada': 'Sim', 'Com rodas': 'Não', 'Com mecanismo antirroubo': 'Não', 'Com entrada USB': 'Não', 'Com correia abdominal': 'Sim', 'Com correia de peito': 'Não', 'Quantidade de bolsos': '2'}",info_products_11_escola.json,False
MLB29529205,Lápis De Cor Noris Club 24 Cores - Staedtler,"{'Marca': 'Staedtler', 'Modelo': '185 C24 ST', 'Unidades por embalagem': '1', 'Formato de venda': 'Unidade', 'Unidades por kit': '1', 'Tipo de lápis': 'De cor', 'Graduação': 'HB', 'Com ponta dupla': 'Não', 'É lápis aquarelável': 'Não', 'É lápis pastel': 'Não'}",info_products_11_escola.json,False
MLB22538509,Encadernadora Perfuradora Para Espiral A4 Excentrix,"{'Marca': 'Excentrix', 'Modelo': 'Perfuradora Espiral A4', 'Tipo de perfuração': 'Manual', 'Tamanho máximo do papel': 'A4', 'Capacidade de folhas': '10', 'Capacidade de encadernação de folhas': '10', 'Com colocadora de espiral elétrica': 'Não', 'Quantidade de perfurações': '18', 'É adequada para espirais metálicos': 'Sim', 'Largura': '26 cm', 'Comprimento': '30 cm'}",info_products_11_escola.json,False
MLB43417070,Xiaomi 14t Verde Limão 12gb Ram 512gb Rom,"{'Marca': 'Xiaomi', 'Linha': 'Celulares y Smartphones', 'Modelo': 'Xiaomi 14T 512GB', 'É Dual SIM': 'Sim', 'Cor': 'Verde', 'Memória interna': '512 GB', 'Memória RAM': '12 GB', 'Cor principal': 'Verde', 'Nome do sistema operacional': 'Android', 'Rede móvel': '5G', 'Modelo do processador': 'DIMENSITY 8300-ULTRA', 'Velocidade do processador': '3.35 GHz', 'Fabricante': 'Xiaomi', 'É celular para jogos': 'Não', 'É celular robusto': 'Não', 'Número de homologação da Anatel': '77972409185', 'Tamanho da tela': '6.67 ""', 'Tipo de resolução da tela': 'Full HD+', 'Resolução da tela': '1220 px x 2712 px', 'Resolução da câmera traseira principal': '50 Mpx', 'Resolução da câmera frontal principal': '32 Mpx', 'Capacidade da bateria': '5 Ah', 'Com leitor de impressão digital': 'Sim', 'Com reconhecimento facial': 'Sim', 'Tamanhos de cartão SIM compatíveis': 'Nano-SIM', 'Mês de lançamento': 'Setembro', 'Tecnologia da tela': 'AMOLED', 'Classificação IP': 'IP68', 'Origem': 'China', 'Tipo de conector de carregamento': 'USB-C', 'Ano de lançamento': '2024', 'Quantidade de núcleos do processador': '8', 'Peso': '195 g', 'Altura': '16.05 cm', 'Largura': '7.51 cm', 'Profundidade': '7.9 mm', 'Com tela tátil': 'Sim', 'Com câmera': 'Sim', 'Com conector USB': 'Sim', 'Com Wi-Fi': 'Sim', 'Com GPS': 'Sim', 'Com Bluetooth': 'Sim', 'Com NFC': 'Sim', 'Com radio': 'Não', 'Com acelerômetro': 'Sim', 'Com sensor de proximidade': 'Sim', 'Com giroscópio': 'Sim', 'Com bússola': 'Sim', 'Com botão SOS': 'Sim', 'É resistente a salpicos': 'Sim', ""É à prova d'água"": 'Sim', 'É resistente ao pó': 'Sim', 'Com carregamento rápido': 'Sim', 'Com carregamento sem fio': 'Não'}",info_products_12_celular.json,False
MLB39294447,Realme C65 Dual Sim 256 Gb Starlight Purple 8 Gb Ram Com Nfc,"{'Marca': 'Realme', 'Linha': 'Cseries', 'Modelo': 'RMX3910', 'É Dual SIM': 'Sim', 'Cor': 'Starlight purple', 'Memória interna': '256 GB', 'Memória RAM': '8 GB', 'Cor principal': 'Violeta', 'Quantidade de ranhuras para cartão SIM': '1', 'Quantidade de eSIMs': '2', 'Nome do sistema operacional': 'Android', 'Rede móvel': '4G/LTE', 'Modelo do processador': 'MediaTek Helio G85', 'Velocidade do processador': '2 GHz', 'É celular para jogos': 'Sim', 'É celular robusto': 'Sim', 'Número de homologação da Anatel': '27862413366', 'Resolução da câmera traseira principal': '50 Mpx', 'Capacidade da bateria': '5 Ah', 'Quantidade de núcleos do processador': '8', 'Com NFC': 'Sim'}",info_products_12_celular.json,False
MLB17332924,Smartphone Moto E7 Tela 6.5'' 32gb 2gb Ram Cinza Motorola Cor Cinza-metálico,"{'Marca': 'Motorola', 'Linha': 'Moto E', 'Modelo': 'E7 Dual SIM', 'É Dual SIM': 'Sim', 'Cor': 'Cinza-metálico', 'Memória interna': '32 GB', 'Memória RAM': '2 GB', 'Cor principal': 'Cinza', 'Quantidade de ranhuras para cartão SIM': '2', 'Nome do sistema operacional': 'Android', 'Rede móvel': '4G/LTE', 'Modelo do processador': 'MediaTek Helio G25', 'Velocidade do processador': '2 GHz', 'Número de homologação da Anatel': '139512000330', 'Versão original do sistema operacional': '10', 'Tamanho da tela': '6.5 ""', 'Tipo de resolução da tela': 'HD+', 'Resolução da tela': '720 px x 1600 px', 'Resolução da câmera traseira principal': '48 Mpx', 'Resolução de vídeo da câmera traseira': '1920 px x 1080 px', 'Resolução da câmera frontal principal': '5 Mpx', 'Capacidade da bateria': '4 Ah', 'Com leitor de impressão digital': 'Sim', 'Inclui lápis': 'Não', 'Versões': 'XT2095-2, XT2095-1', 'Tamanhos de cartão SIM compatíveis': 'Nano-SIM', 'Tecnologia da tela': 'IPS', 'Tipo de tela': 'Max Vision', 'Características principais das câmeras': 'Modo retrato, Panorama, Foto HDR, Modo noite, Modo manual', 'Resolução das câmeras traseiras': '48 Mpx/2 Mpx', 'Abertura do diafragma da câmera traseira': 'f 1.7/f 2.4', 'Abertura do diafragma da câmera frontal': 'f 2.2', 'Tipos de cartão de memória': 'Micro-SD', 'Modelos de CPU': '4x2 GHz Cortex-A53, 4x1.5 GHz Cortex-A53', 'Modelo de GPU': 'IMG GE8320', 'Classificação IP': 'IP52', 'Tipo de bateria': 'Íon de lítio', 'Tipo de conector de carregamento': 'USB-C', 'Ano de lançamento': '2020', 'Quantidade de câmeras traseiras': '2', 'Quantidade de câmeras frontais': '1', 'Quantidade de núcleos do processador': '8', 'Peso': '180 g', 'Altura': '16.493 cm', 'Largura': '7.573 cm', 'Profundidade': '8.89 mm', 'Pixels por polegada da tela': '269 dpi', 'Zoom digital': '8x', 'Capacidade máxima do cartão de memória': '512 GB', 'Velocidade do GPU': '650 MHz', 'Resolução de vídeo da câmera frontal': '1920 px x 1080 px', 'Proporção da tela': '20 - 9', 'Com tela tátil': 'Sim', 'Com teclado QWERTY físico': 'Não', 'Com câmera': 'Sim', 'Com ranhura para cartão de memória': 'Sim', 'Com conector USB': 'Sim', 'Com conector jack 3.5 mm': 'Sim', 'Com Wi-Fi': 'Sim', 'Com GPS': 'Sim', 'Com Bluetooth': 'Sim', 'Com NFC': 'Não', 'Com radio': 'Sim', 'Com acelerômetro': 'Sim', 'Com sensor de proximidade': 'Sim', 'É resistente a salpicos': 'Sim', 'É resistente ao pó': 'Sim', 'Com carregamento rápido': 'Sim', 'Com carregamento sem fio': 'Não', 'Com bateria removível': 'Não'}",info_products_12_celular.json,False
